time,hrms,tp,swl
16909200,0.412,6.963,0.5430
16912800,0.412,6.963,0.5946
16916400,0.412,6.963,0.4974
16920000,0.412,6.963,0.2775
16923600,0.412,6.963,-0.0089
16927200,0.412,6.963,-0.2896
16930800,0.412,6.963,-0.4948
16934400,0.412,6.963,-0.5743
16938000,0.412,6.963,-0.5098
16941600,0.412,6.963,-0.3191
16945200,0.412,6.963,-0.0513
16948800,0.412,6.963,0.2260
16952400,0.412,6.962,0.4436
16956000,0.412,6.962,0.5481
16959600,0.412,6.962,0.5148
16963200,0.412,6.962,0.3537
16966800,0.411,6.962,0.1065
16970400,0.411,6.962,-0.1641
16974000,0.411,6.962,-0.3905
16977600,0.411,6.962,-0.5168
16981200,0.411,6.962,-0.5129
16984800,0.411,6.962,-0.3813
16988400,0.411,6.962,-0.1565
16992000,0.411,6.962,0.1046
16995600,0.411,6.962,0.3363
16999200,0.411,6.962,0.4815
17002800,0.411,6.962,0.5049
17006400,0.411,6.961,0.4024
17010000,0.411,6.961,0.2009
17013600,0.411,6.961,-0.0481
17017200,0.411,6.961,-0.2821
17020800,0.411,6.961,-0.4430
17024400,0.411,6.961,-0.4917
17028000,0.411,6.961,-0.4173
17031600,0.410,6.961,-0.2399
17035200,0.410,6.961,-0.0049
17038800,0.410,6.961,0.2286
17042400,0.410,6.961,0.4024
17046000,0.410,6.961,0.4739
17049600,0.410,6.961,0.4266
17053200,0.410,6.961,0.2736
17056800,0.410,6.961,0.0542
17060400,0.410,6.960,-0.1763
17064000,0.410,6.960,-0.3602
17067600,0.410,6.960,-0.4524
17071200,0.410,6.960,-0.4309
17074800,0.410,6.960,-0.3023
17078400,0.410,6.960,-0.0997
17082000,0.410,6.960,0.1256
17085600,0.410,6.960,0.3173
17089200,0.410,6.960,0.4279
17092800,0.410,6.960,0.4309
17096400,0.409,6.960,0.3264
17100000,0.409,6.960,0.1415
17103600,0.409,6.960,-0.0768
17107200,0.409,6.960,-0.2740
17110800,0.409,6.960,-0.4011
17114400,0.409,6.960,-0.4270
17118000,0.409,6.959,-0.3463
17121600,0.409,6.959,-0.1798
17125200,0.409,6.959,0.0301
17128800,0.409,6.959,0.2308
17132400,0.409,6.959,0.3724
17136000,0.409,6.959,0.4200
17139600,0.409,6.959,0.3625
17143200,0.409,6.959,0.2149
17146800,0.409,6.959,0.0147
17150400,0.409,6.959,-0.1878
17154000,0.409,6.959,-0.3422
17157600,0.409,6.959,-0.4102
17161200,0.409,6.959,-0.3754
17164800,0.408,6.959,-0.2470
17168400,0.408,6.959,-0.0577
17172000,0.408,6.959,0.1452
17175600,0.408,6.958,0.3108
17179200,0.408,6.958,0.3980
17182800,0.408,6.958,0.3854
17186400,0.408,6.958,0.2766
17190000,0.408,6.958,0.0990
17193600,0.408,6.958,-0.1028
17197200,0.408,6.958,-0.2783
17200800,0.408,6.958,-0.3837
17204400,0.408,6.958,-0.3929
17208000,0.408,6.958,-0.3039
17211600,0.408,6.958,-0.1389
17215200,0.408,6.958,0.0605
17218800,0.408,6.958,0.2446
17222400,0.408,6.958,0.3673
17226000,0.408,6.958,0.3981
17229600,0.408,6.958,0.3291
17233200,0.408,6.958,0.1777
17236800,0.407,6.958,-0.0182
17240400,0.407,6.957,-0.2098
17244000,0.407,6.957,-0.3490
17247600,0.407,6.957,-0.4009
17251200,0.407,6.957,-0.3525
17254800,0.407,6.957,-0.2157
17258400,0.407,6.957,-0.0244
17262000,0.407,6.957,0.1735
17265600,0.407,6.957,0.3284
17269200,0.407,6.957,0.4015
17272800,0.407,6.957,0.3742
17276400,0.407,6.957,0.2528
17280000,0.407,6.957,0.0676
17283600,0.407,6.957,-0.1355
17287200,0.407,6.957,-0.3055
17290800,0.407,6.957,-0.3997
17294400,0.407,6.957,-0.3940
17298000,0.407,6.957,-0.2894
17301600,0.407,6.957,-0.1114
17305200,0.407,6.956,0.0956
17308800,0.407,6.956,0.2799
17312400,0.407,6.956,0.3951
17316000,0.406,6.956,0.4119
17319600,0.406,6.956,0.3252
17323200,0.406,6.956,0.1562
17326800,0.406,6.956,-0.0534
17330400,0.406,6.956,-0.2512
17334000,0.406,6.956,-0.3875
17337600,0.406,6.956,-0.4274
17341200,0.406,6.956,-0.3602
17344800,0.406,6.956,-0.2018
17348400,0.406,6.956,0.0088
17352000,0.406,6.956,0.2191
17355600,0.406,6.956,0.3762
17359200,0.406,6.956,0.4402
17362800,0.406,6.956,0.3940
17366400,0.406,6.956,0.2482
17370000,0.406,6.956,0.0384
17373600,0.406,6.956,-0.1832
17377200,0.406,6.955,-0.3610
17380800,0.406,6.955,-0.4498
17384400,0.406,6.955,-0.4262
17388000,0.406,6.955,-0.2951
17391600,0.406,6.955,-0.0882
17395200,0.406,6.955,0.1432
17398800,0.405,6.955,0.3412
17402400,0.405,6.955,0.4555
17406000,0.405,6.955,0.4563
17409600,0.405,6.955,0.3422
17413200,0.405,6.955,0.1405
17416800,0.405,6.955,-0.0990
17420400,0.405,6.955,-0.3163
17424000,0.405,6.955,-0.4566
17427600,0.405,6.955,-0.4835
17431200,0.405,6.955,-0.3888
17434800,0.405,6.955,-0.1950
17438400,0.405,6.955,0.0503
17442000,0.405,6.955,0.2860
17445600,0.405,6.955,0.4525
17449200,0.405,6.955,0.5070
17452800,0.405,6.954,0.4344
17456400,0.405,6.954,0.2513
17460000,0.405,6.954,0.0026
17463600,0.405,6.954,-0.2499
17467200,0.405,6.954,-0.4425
17470800,0.405,6.954,-0.5260
17474400,0.405,6.954,-0.4780
17478000,0.405,6.954,-0.3088
17481600,0.405,6.954,-0.0596
17485200,0.405,6.954,0.2077
17488800,0.405,6.954,0.4261
17492400,0.404,6.954,0.5397
17496000,0.404,6.954,0.5187
17499600,0.404,6.954,0.3667
17503200,0.404,6.954,0.1203
17506800,0.404,6.954,-0.1595
17510400,0.404,6.954,-0.4026
17514000,0.404,6.954,-0.5472
17517600,0.404,6.954,-0.5556
17521200,0.404,6.954,-0.4241
17524800,0.404,6.954,-0.1840
17528400,0.404,6.954,0.1054
17532000,0.404,6.954,0.3718
17535600,0.404,6.953,0.5477
17539200,0.404,6.953,0.5876
17542800,0.404,6.953,0.4799
17546400,0.404,6.953,0.2500
17550000,0.404,6.953,-0.0457
17553600,0.404,6.953,-0.3334
17557200,0.404,6.953,-0.5404
17560800,0.404,6.953,-0.6137
17564400,0.404,6.953,-0.5331
17568000,0.404,6.953,-0.3172
17571600,0.404,6.953,-0.0189
17575200,0.404,6.953,0.2875
17578800,0.404,6.953,0.5249
17582400,0.404,6.953,0.6327
17586000,0.404,6.953,0.5823
17589600,0.404,6.953,0.3846
17593200,0.403,6.953,0.0879
17596800,0.403,6.953,-0.2342
17600400,0.403,6.953,-0.5007
17604000,0.403,6.953,-0.6439
17607600,0.403,6.953,-0.6264
17611200,0.403,6.953,-0.4509
17614800,0.403,6.953,-0.1601
17618400,0.403,6.953,0.1740
17622000,0.403,6.953,0.4676
17625600,0.403,6.952,0.6463
17629200,0.403,6.952,0.6641
17632800,0.403,6.952,0.5148
17636400,0.403,6.952,0.2344
17640000,0.403,6.952,-0.1076
17643600,0.403,6.952,-0.4256
17647200,0.403,6.952,-0.6395
17650800,0.403,6.952,-0.6943
17654400,0.403,6.952,-0.5748
17658000,0.403,6.952,-0.3096
17661600,0.403,6.952,0.0358
17665200,0.403,6.952,0.3751
17668800,0.403,6.952,0.6229
17672400,0.403,6.952,0.7160
17676000,0.403,6.952,0.6297
17679600,0.403,6.952,0.3843
17683200,0.403,6.952,0.0403
17686800,0.403,6.952,-0.3165
17690400,0.403,6.952,-0.5963
17694000,0.403,6.952,-0.7283
17697600,0.403,6.952,-0.6780
17701200,0.403,6.952,-0.4569
17704800,0.403,6.952,-0.1193
17708400,0.403,6.952,0.2505
17712000,0.402,6.952,0.5599
17715600,0.402,6.952,0.7305
17719200,0.402,6.952,0.7186
17722800,0.402,6.952,0.5260
17726400,0.402,6.952,0.1999
17730000,0.402,6.951,-0.1783
17733600,0.402,6.951,-0.5139
17737200,0.402,6.951,-0.7223
17740800,0.402,6.951,-0.7503
17744400,0.402,6.951,-0.5900
17748000,0.402,6.951,-0.2806
17751600,0.402,6.951,0.1009
17755200,0.402,6.951,0.4589
17758800,0.402,6.951,0.7033
17762400,0.402,6.951,0.7723
17766000,0.402,6.951,0.6475
17769600,0.402,6.951,0.3597
17773200,0.402,6.951,-0.0197
17776800,0.402,6.951,-0.3957
17780400,0.402,6.951,-0.6737
17784000,0.402,6.951,-0.7837
17787600,0.402,6.951,-0.6973
17791200,0.402,6.951,-0.4356
17794800,0.402,6.951,-0.0637
17798400,0.402,6.951,0.3253
17802000,0.402,6.951,0.6339
17805600,0.402,6.951,0.7842
17809200,0.402,6.951,0.7381
17812800,0.402,6.951,0.5068
17816400,0.402,6.951,0.1478
17820000,0.402,6.951,-0.2491
17823600,0.402,6.951,-0.5843
17827200,0.402,6.951,-0.7735
17830800,0.402,6.951,-0.7691
17834400,0.402,6.951,-0.5718
17838000,0.402,6.951,-0.2308
17841600,0.402,6.951,0.1684
17845200,0.402,6.951,0.5258
17848800,0.402,6.951,0.7518
17852400,0.402,6.950,0.7894
17856000,0.402,6.950,0.6292
17859600,0.401,6.950,0.3112
17863200,0.401,6.950,-0.0848
17866800,0.401,6.950,-0.4597
17870400,0.401,6.950,-0.7193
17874000,0.401,6.950,-0.7987
17877600,0.401,6.950,-0.6779
17881200,0.401,6.950,-0.3874
17884800,0.401,6.950,0.0000
17888400,0.401,6.950,0.3871
17892000,0.401,6.950,0.6768
17895600,0.401,6.950,0.7967
17899200,0.401,6.950,0.7170
17902800,0.401,6.950,0.4578
17906400,0.401,6.950,0.0844
17910000,0.401,6.950,-0.3094
17913600,0.401,6.950,-0.6251
17917200,0.401,6.950,-0.7836
17920800,0.401,6.950,-0.7456
17924400,0.401,6.950,-0.5211
17928000,0.401,6.950,-0.1667
17931600,0.401,6.950,0.2284
17935200,0.401,6.950,0.5652
17938800,0.401,6.950,0.7596
17942400,0.401,6.950,0.7634
17946000,0.401,6.950,0.5761
17949600,0.401,6.950,0.2454
17953200,0.401,6.950,-0.1455
17956800,0.401,6.950,-0.4985
17960400,0.401,6.950,-0.7255
17964000,0.401,6.950,-0.7701
17967600,0.401,6.950,-0.6220
17971200,0.401,6.950,-0.3190
17974800,0.401,6.950,0.0624
17978400,0.401,6.950,0.4264
17982000,0.401,6.950,0.6820
17985600,0.401,6.950,0.7659
17989200,0.401,6.950,0.6579
17992800,0.401,6.950,0.3861
17996400,0.401,6.950,0.0192
18000000,0.401,6.950,-0.3504
18003600,0.401,6.950,-0.6303
18007200,0.401,6.950,-0.7511
18010800,0.401,6.950,-0.6836
18014400,0.401,6.950,-0.4456
18018000,0.401,6.950,-0.0979
18021600,0.401,6.949,0.2721
18025200,0.401,6.949,0.5716
18028800,0.401,6.949,0.7264
18032400,0.401,6.949,0.6987
18036000,0.401,6.949,0.4968
18039600,0.401,6.949,0.1722
18043200,0.401,6.949,-0.1930
18046800,0.401,6.949,-0.5073
18050400,0.401,6.949,-0.6925
18054000,0.401,6.949,-0.7035
18057600,0.401,6.949,-0.5388
18061200,0.401,6.949,-0.2409
18064800,0.401,6.949,0.1147
18068400,0.401,6.949,0.4387
18072000,0.400,6.949,0.6506
18075600,0.400,6.949,0.6983
18079200,0.400,6.949,0.5714
18082800,0.400,6.949,0.3030
18086400,0.400,6.949,-0.0386
18090000,0.400,6.949,-0.3674
18093600,0.400,6.949,-0.6016
18097200,0.400,6.949,-0.6836
18100800,0.400,6.949,-0.5943
18104400,0.400,6.949,-0.3577
18108000,0.400,6.949,-0.0341
18111600,0.400,6.949,0.2949
18115200,0.400,6.949,0.5470
18118800,0.400,6.949,0.6603
18122400,0.400,6.949,0.6078
18126000,0.400,6.949,0.4043
18129600,0.400,6.949,0.1021
18133200,0.400,6.949,-0.2224
18136800,0.400,6.949,-0.4881
18140400,0.400,6.949,-0.6293
18144000,0.400,6.949,-0.6121
18147600,0.400,6.949,-0.4426
18151200,0.400,6.949,-0.1646
18154800,0.400,6.949,0.1514
18158400,0.400,6.949,0.4261
18162000,0.400,6.949,0.5916
18165600,0.400,6.949,0.6078
18169200,0.400,6.949,0.4724
18172800,0.400,6.949,0.2208
18176400,0.400,6.949,-0.0828
18180000,0.400,6.949,-0.3624
18183600,0.400,6.949,-0.5484
18187200,0.400,6.949,-0.5956
18190800,0.400,6.949,-0.4939
18194400,0.400,6.949,-0.2704
18198000,0.400,6.949,0.0178
18201600,0.400,6.949,0.2981
18205200,0.400,6.949,0.5008
18208800,0.400,6.949,0.5763
18212400,0.400,6.949,0.5074
18216000,0.400,6.949,0.3129
18219600,0.400,6.949,0.0429
18223200,0.400,6.949,-0.2345
18226800,0.400,6.949,-0.4500
18230400,0.400,6.949,-0.5509
18234000,0.400,6.949,-0.5133
18237600,0.400,6.949,-0.3484
18241200,0.400,6.949,-0.0987
18244800,0.400,6.949,0.1724
18248400,0.400,6.949,0.3972
18252000,0.400,6.949,0.5203
18255600,0.400,6.949,0.5124
18259200,0.400,6.949,0.3769
18262800,0.400,6.949,0.1493
18266400,0.400,6.949,-0.1126
18270000,0.400,6.949,-0.3433
18273600,0.400,6.949,-0.4856
18277200,0.400,6.949,-0.5052
18280800,0.400,6.949,-0.3988
18284400,0.400,6.949,-0.1945
18288000,0.400,6.949,0.0558
18291600,0.400,6.949,0.2892
18295200,0.400,6.949,0.4476
18298800,0.400,6.949,0.4927
18302400,0.400,6.949,0.4146
18306000,0.400,6.949,0.2341
18309600,0.400,6.949,-0.0025
18313200,0.400,6.949,-0.2356
18316800,0.400,6.949,-0.4074
18320400,0.400,6.949,-0.4756
18324000,0.400,6.949,-0.4247
18327600,0.400,6.949,-0.2685
18331200,0.400,6.949,-0.0473
18334800,0.400,6.949,0.1832
18338400,0.400,6.949,0.3655
18342000,0.400,6.949,0.4547
18345600,0.400,6.949,0.4297
18349200,0.400,6.949,0.2979
18352800,0.400,6.949,0.0932
18356400,0.400,6.949,-0.1325
18360000,0.400,6.949,-0.3228
18363600,0.400,6.949,-0.4308
18367200,0.400,6.949,-0.4303
18370800,0.400,6.949,-0.3226
18374400,0.400,6.949,-0.1355
18378000,0.400,6.949,0.0835
18381600,0.400,6.949,0.2797
18385200,0.400,6.949,0.4044
18388800,0.400,6.949,0.4271
18392400,0.400,6.949,0.3431
18396000,0.400,6.949,0.1743
18399600,0.400,6.949,-0.0366
18403200,0.400,6.949,-0.2366
18406800,0.400,6.949,-0.3760
18410400,0.400,6.949,-0.4206
18414000,0.400,6.949,-0.3599
18417600,0.400,6.949,-0.2098
18421200,0.400,6.949,-0.0084
18424800,0.400,6.949,0.1937
18428400,0.400,6.949,0.3462
18432000,0.400,6.949,0.4113
18435600,0.400,6.949,0.3733
18439200,0.400,6.949,0.2424
18442800,0.400,6.949,0.0516
18446400,0.400,6.949,-0.1511
18450000,0.400,6.949,-0.3151
18453600,0.400,6.949,-0.3996
18457200,0.400,6.949,-0.3839
18460800,0.400,6.949,-0.2723
18464400,0.400,6.949,-0.0931
18468000,0.400,6.949,0.1088
18471600,0.400,6.949,0.2828
18475200,0.400,6.949,0.3857
18478800,0.400,6.949,0.3918
18482400,0.400,6.949,0.3000
18486000,0.400,6.949,0.1333
18489600,0.400,6.949,-0.0665
18493200,0.400,6.949,-0.2495
18496800,0.400,6.949,-0.3698
18500400,0.400,6.949,-0.3974
18504000,0.400,6.949,-0.3256
18507600,0.400,6.949,-0.1723
18511200,0.400,6.949,0.0243
18514800,0.400,6.949,0.2149
18518400,0.400,6.949,0.3518
18522000,0.400,6.949,0.4008
18525600,0.400,6.949,0.3494
18529200,0.400,6.949,0.2104
18532800,0.400,6.949,0.0183
18536400,0.400,6.949,-0.1788
18540000,0.400,6.949,-0.3317
18543600,0.400,6.949,-0.4019
18547200,0.400,6.949,-0.3715
18550800,0.400,6.949,-0.2478
18554400,0.400,6.949,-0.0614
18558000,0.400,6.949,0.1412
18561600,0.400,6.949,0.3092
18565200,0.400,6.949,0.4005
18568800,0.400,6.949,0.3917
18572400,0.400,6.949,0.2845
18576000,0.400,6.949,0.1052
18579600,0.400,6.949,-0.1015
18583200,0.400,6.949,-0.2841
18586800,0.400,6.949,-0.3965
18590400,0.400,6.949,-0.4100
18594000,0.400,6.949,-0.3206
18597600,0.400,6.949,-0.1500
18601200,0.400,6.949,0.0597
18604800,0.400,6.949,0.2559
18608400,0.400,6.949,0.3894
18612000,0.400,6.949,0.4260
18615600,0.400,6.949,0.3558
18619200,0.400,6.949,0.1956
18622800,0.400,6.949,-0.0153
18626400,0.400,6.949,-0.2243
18630000,0.400,6.949,-0.3788
18633600,0.400,6.949,-0.4394
18637200,0.400,6.949,-0.3900
18640800,0.400,6.949,-0.2420
18644400,0.400,6.949,-0.0316
18648000,0.400,6.949,0.1889
18651600,0.401,6.949,0.3642
18655200,0.401,6.949,0.4495
18658800,0.401,6.949,0.4226
18662400,0.401,6.949,0.2890
18666000,0.401,6.949,0.0811
18669600,0.401,6.949,-0.1495
18673200,0.401,6.949,-0.3450
18676800,0.401,6.949,-0.4559
18680400,0.401,6.949,-0.4531
18684000,0.401,6.949,-0.3362
18687600,0.401,6.949,-0.1332
18691200,0.401,6.949,0.1058
18694800,0.401,6.949,0.3209
18698400,0.401,6.949,0.4578
18702000,0.401,6.950,0.4809
18705600,0.401,6.950,0.3831
18709200,0.401,6.950,0.1875
18712800,0.401,6.950,-0.0577
18716400,0.401,6.950,-0.2914
18720000,0.401,6.950,-0.4545
18723600,0.401,6.950,-0.5051
18727200,0.401,6.950,-0.4290
18730800,0.401,6.950,-0.2438
18734400,0.401,6.950,0.0052
18738000,0.401,6.950,0.2560
18741600,0.401,6.950,0.4454
18745200,0.401,6.950,0.5249
18748800,0.401,6.950,0.4730
18752400,0.401,6.950,0.3013
18756000,0.401,6.950,0.0514
18759600,0.401,6.950,-0.2146
18763200,0.401,6.950,-0.4298
18766800,0.401,6.950,-0.5394
18770400,0.401,6.950,-0.5143
18774000,0.401,6.950,-0.3593
18777600,0.401,6.950,-0.1117
18781200,0.401,6.950,0.1672
18784800,0.401,6.950,0.4073
18788400,0.401,6.950,0.5478
18792000,0.401,6.950,0.5519
18795600,0.401,6.950,0.4169
18799200,0.401,6.950,0.1752
18802800,0.401,6.950,-0.1137
18806400,0.401,6.950,-0.3775
18810000,0.401,6.950,-0.5493
18813600,0.401,6.950,-0.5847
18817200,0.401,6.950,-0.4732
18820800,0.401,6.950,-0.2410
18824400,0.401,6.950,0.0547
18828000,0.401,6.950,0.3401
18831600,0.401,6.950,0.5432
18835200,0.401,6.950,0.6117
18838800,0.401,6.950,0.5268
18842400,0.401,6.950,0.3082
18846000,0.401,6.950,0.0095
18849600,0.401,6.950,-0.2951
18853200,0.401,6.950,-0.5287
18856800,0.401,6.950,-0.6318
18860400,0.401,6.950,-0.5767
18864000,0.402,6.950,-0.3758
18867600,0.402,6.950,-0.0780
18871200,0.402,6.951,0.2427
18874800,0.402,6.951,0.5057
18878400,0.402,6.951,0.6441
18882000,0.402,6.951,0.6216
18885600,0.402,6.951,0.4424
18889200,0.402,6.951,0.1499
18892800,0.402,6.951,-0.1833
18896400,0.402,6.951,-0.4737
18900000,0.402,6.951,-0.6477
18903600,0.402,6.951,-0.6603
18907200,0.402,6.951,-0.5067
18910800,0.402,6.951,-0.2241
18914400,0.402,6.951,0.1176
18918000,0.402,6.951,0.4329
18921600,0.402,6.951,0.6421
18925200,0.402,6.951,0.6916
18928800,0.402,6.951,0.5675
18932400,0.402,6.951,0.2994
18936000,0.402,6.951,-0.0464
18939600,0.402,6.951,-0.3834
18943200,0.402,6.951,-0.6268
18946800,0.402,6.951,-0.7145
18950400,0.402,6.951,-0.6232
18954000,0.402,6.951,-0.3743
18957600,0.402,6.951,-0.0293
18961200,0.402,6.951,0.3258
18964800,0.402,6.951,0.6016
18968400,0.402,6.951,0.7281
18972000,0.402,6.951,0.6725
18975600,0.402,6.951,0.4473
18979200,0.402,6.951,0.1081
18982800,0.402,6.951,-0.2607
18986400,0.402,6.951,-0.5664
18990000,0.402,6.951,-0.7318
18993600,0.402,6.952,-0.7142
18997200,0.402,6.952,-0.5170
19000800,0.402,6.952,-0.1886
19004400,0.402,6.952,0.1892
19008000,0.402,6.952,0.5216
19011600,0.403,6.952,0.7249
19015200,0.403,6.952,0.7471
19018800,0.403,6.952,0.5818
19022400,0.403,6.952,0.2694
19026000,0.403,6.952,-0.1123
19029600,0.403,6.952,-0.4677
19033200,0.403,6.952,-0.7073
19036800,0.403,6.952,-0.7704
19040400,0.403,6.952,-0.6403
19044000,0.403,6.952,-0.3488
19047600,0.403,6.952,0.0315
19051200,0.403,6.952,0.4055
19054800,0.403,6.952,0.6791
19058400,0.403,6.952,0.7833
19062000,0.403,6.952,0.6912
19065600,0.403,6.952,0.4253
19069200,0.403,6.952,0.0517
19072800,0.403,6.952,-0.3360
19076400,0.403,6.952,-0.6405
19080000,0.403,6.952,-0.7852
19083600,0.403,6.952,-0.7333
19087200,0.403,6.952,-0.4972
19090800,0.403,6.952,-0.1358
19094400,0.403,6.952,0.2604
19098000,0.403,6.953,0.5921
19101600,0.403,6.953,0.7760
19105200,0.403,6.953,0.7655
19108800,0.403,6.953,0.5631
19112400,0.403,6.953,0.2192
19116000,0.403,6.953,-0.1802
19119600,0.403,6.953,-0.5348
19123200,0.403,6.953,-0.7557
19126800,0.403,6.953,-0.7873
19130400,0.404,6.953,-0.6216
19134000,0.404,6.953,-0.3000
19137600,0.404,6.953,0.0969
19141200,0.404,6.953,0.4696
19144800,0.404,6.953,0.7246
19148400,0.404,6.953,0.7980
19152000,0.404,6.953,0.6715
19155600,0.404,6.953,0.3768
19159200,0.404,6.953,-0.0121
19162800,0.404,6.953,-0.3977
19166400,0.404,6.953,-0.6833
19170000,0.404,6.953,-0.7975
19173600,0.404,6.953,-0.7118
19177200,0.404,6.953,-0.4480
19180800,0.404,6.953,-0.0724
19184400,0.404,6.953,0.3207
19188000,0.404,6.954,0.6328
19191600,0.404,6.954,0.7858
19195200,0.404,6.954,0.7418
19198800,0.404,6.954,0.5123
19202400,0.404,6.954,0.1551
19206000,0.404,6.954,-0.2400
19209600,0.404,6.954,-0.5739
19213200,0.404,6.954,-0.7632
19216800,0.404,6.954,-0.7610
19220400,0.404,6.954,-0.5684
19224000,0.404,6.954,-0.2343
19227600,0.404,6.954,0.1573
19231200,0.405,6.954,0.5080
19234800,0.405,6.954,0.7304
19238400,0.405,6.954,0.7692
19242000,0.405,6.954,0.6155
19245600,0.405,6.954,0.3086
19249200,0.405,6.954,-0.0742
19252800,0.405,6.954,-0.4366
19256400,0.405,6.954,-0.6881
19260000,0.405,6.954,-0.7664
19263600,0.405,6.954,-0.6528
19267200,0.405,6.954,-0.3765
19270800,0.405,6.955,-0.0077
19274400,0.405,6.955,0.3610
19278000,0.405,6.955,0.6375
19281600,0.405,6.955,0.7530
19285200,0.405,6.955,0.6798
19288800,0.405,6.955,0.4371
19292400,0.405,6.955,0.0868
19296000,0.405,6.955,-0.2830
19299600,0.405,6.955,-0.5797
19303200,0.405,6.955,-0.7296
19306800,0.405,6.955,-0.6963
19310400,0.405,6.955,-0.4893
19314000,0.405,6.955,-0.1617
19317600,0.405,6.955,0.2040
19321200,0.405,6.955,0.5160
19324800,0.406,6.955,0.6969
19328400,0.406,6.955,0.7024
19332000,0.406,6.955,0.5326
19335600,0.406,6.955,0.2311
19339200,0.406,6.955,-0.1256
19342800,0.406,6.955,-0.4480
19346400,0.406,6.956,-0.6560
19350000,0.406,6.956,-0.6985
19353600,0.406,6.956,-0.5664
19357200,0.406,6.956,-0.2941
19360800,0.406,6.956,0.0492
19364400,0.406,6.956,0.3771
19368000,0.406,6.956,0.6080
19371600,0.406,6.956,0.6851
19375200,0.406,6.956,0.5906
19378800,0.406,6.956,0.3497
19382400,0.406,6.956,0.0239
19386000,0.406,6.956,-0.3047
19389600,0.406,6.956,-0.5541
19393200,0.406,6.956,-0.6629
19396800,0.406,6.956,-0.6053
19400400,0.406,6.956,-0.3974
19404000,0.406,6.956,-0.0925
19407600,0.407,6.956,0.2322
19411200,0.407,6.956,0.4957
19414800,0.407,6.956,0.6329
19418400,0.407,6.957,0.6108
19422000,0.407,6.957,0.4367
19425600,0.407,6.957,0.1557
19429200,0.407,6.957,-0.1610
19432800,0.407,6.957,-0.4342
19436400,0.407,6.957,-0.5961
19440000,0.407,6.957,-0.6076
19443600,0.407,6.957,-0.4676
19447200,0.407,6.957,-0.2128
19450800,0.407,6.957,0.0922
19454400,0.407,6.957,0.3707
19458000,0.407,6.957,0.5536
19461600,0.407,6.957,0.5964
19465200,0.407,6.957,0.4902
19468800,0.407,6.957,0.2631
19472400,0.407,6.957,-0.0268
19476000,0.407,6.957,-0.3066
19479600,0.407,6.957,-0.5067
19483200,0.407,6.958,-0.5781
19486800,0.408,6.958,-0.5047
19490400,0.408,6.958,-0.3065
19494000,0.408,6.958,-0.0344
19497600,0.408,6.958,0.2429
19501200,0.408,6.958,0.4564
19504800,0.408,6.958,0.5536
19508400,0.408,6.958,0.5117
19512000,0.408,6.958,0.3429
19515600,0.408,6.958,0.0909
19519200,0.408,6.958,-0.1807
19522800,0.408,6.958,-0.4039
19526400,0.408,6.958,-0.5237
19530000,0.408,6.958,-0.5117
19533600,0.408,6.958,-0.3724
19537200,0.408,6.958,-0.1421
19540800,0.408,6.958,0.1207
19544400,0.408,6.958,0.3502
19548000,0.408,6.959,0.4896
19551600,0.408,6.959,0.5054
19555200,0.408,6.959,0.3952
19558800,0.409,6.959,0.1879
19562400,0.409,6.959,-0.0636
19566000,0.409,6.959,-0.2962
19569600,0.409,6.959,-0.4522
19573200,0.409,6.959,-0.4937
19576800,0.409,6.959,-0.4117
19580400,0.409,6.959,-0.2283
19584000,0.409,6.959,0.0098
19587600,0.409,6.959,0.2427
19591200,0.409,6.959,0.4123
19594800,0.409,6.959,0.4773
19598400,0.409,6.959,0.4226
19602000,0.409,6.959,0.2633
19605600,0.409,6.960,0.0403
19609200,0.409,6.960,-0.1902
19612800,0.409,6.960,-0.3708
19616400,0.409,6.960,-0.4570
19620000,0.409,6.960,-0.4284
19623600,0.409,6.960,-0.2934
19627200,0.410,6.960,-0.0867
19630800,0.410,6.960,0.1393
19634400,0.410,6.960,0.3283
19638000,0.410,6.960,0.4335
19641600,0.410,6.960,0.4296
19645200,0.410,6.960,0.3187
19648800,0.410,6.960,0.1295
19652400,0.410,6.960,-0.0902
19656000,0.410,6.960,-0.2854
19659600,0.410,6.960,-0.4076
19663200,0.410,6.961,-0.4270
19666800,0.410,6.961,-0.3399
19670400,0.410,6.961,-0.1687
19674000,0.410,6.961,0.0431
19677600,0.410,6.961,0.2424
19681200,0.410,6.961,0.3796
19684800,0.410,6.961,0.4211
19688400,0.410,6.961,0.3572
19692000,0.411,6.961,0.2046
19695600,0.411,6.961,0.0021
19699200,0.411,6.961,-0.1996
19702800,0.411,6.961,-0.3501
19706400,0.411,6.961,-0.4123
19710000,0.411,6.961,-0.3712
19713600,0.411,6.961,-0.2376
19717200,0.411,6.962,-0.0455
19720800,0.411,6.962,0.1570
19724400,0.411,6.962,0.3193
19728000,0.411,6.962,0.4010
19731600,0.411,6.962,0.3822
19735200,0.411,6.962,0.2680
19738800,0.411,6.962,0.0872
19742400,0.411,6.962,-0.1147
19746000,0.411,6.962,-0.2873
19749600,0.411,6.962,-0.3876
19753200,0.411,6.962,-0.3907
19756800,0.412,6.962,-0.2960
19760400,0.412,6.962,-0.1276
19764000,0.412,6.962,0.0726
19767600,0.412,6.962,0.2542
19771200,0.412,6.963,0.3721
19774800,0.412,6.963,0.3967
19778400,0.412,6.963,0.3221
19782000,0.412,6.963,0.1668
